puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
Siẽn,Sien,,,腎,,Kidnies,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Siẽn nâng,Sien nang,,,善人,,Virtuous man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Soh,Sŏ,,,索,,Rope,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Soh,Sŏ,,,雪,,Snow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Soh kiáⁿ,Sŏ kia,,,索囝,䌇子,Cord,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Sua,,,,沙,,Sand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Sua,,,,沙,,Sand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Sua hṳ̂,Sua hŭr,,,鯊魚,,Shark,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Suah siú,Suă siw,,,殺手,,Executioners,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Suang,Sung,,,霜,,Ice,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Suaⁿ,Sua,,,山,,Hill,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Suaⁿ koi,Sua koi,,,山鷄,,Pheasant,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Suaⁿ pa,Sua pa,,,山巴,,Country,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Suaⁿ ũ kûiⁿ,Sua u kui,,,山有危,山有高,The mountain is high,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Sueh ba̍k,Suĕ bak,,,刷墨,,Ink the type,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Sut,,,,戌,,7 to 9,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Sà,Hey,,,嗄,,Asthma,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Sàu siú,Saou siw,,,掃帚,箒把,Broom,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Sái,Sai,,,屎,,Feces,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Sèⁿ zû húe tsṳ lie̍t,Sey ju huey chŭr diĕt,,,性如火之烈,,A disposition as fierce as the flames,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
Séⁿ,Sey,,,省,,Province,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Séⁿ siâⁿ,Sey sia,,,省城,,The capital of a province,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Sêng si̍t,Seng sit,,,誠實,,Uprightness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Sì,Si,,,四,,IV,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Sì,Si,,,肆,,Four,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Sì gu̍eh,Si guĕ,,,四月,,month May,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Sì kak,Si kak,,,四角,,Corner,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Sì kha tsúi tháng,Si kʼha chui tang,,,四骹水桶,四脚水桶,4 Water pails,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,55
Sì ki tek,Si ki tek,,,四枝竹,四丨竹,4 Bamboos,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Sì kò tôu,Si kaw tou,,,四塊塗,四丨塗,4 Lumps of earth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Sì lia̍p tāu,Si liĕp taou,,,四粒荳,四丨荳,4 Beans,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Sì peh,Si pĕ,,,四百,,400,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Sì sang chhiú,Si sang chiw,,,四雙手,四丨手,4 Pr. of hands,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Sì sî,Si si,,,四時,,The four season,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Sì tiôu thâu pòu,Si tiou taou pou,,,四條頭布,四丨頭布,4 Turbans,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Sì tsa̍p,Si chap,,,四十,,40,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Sì tùi mn̂g huân,Si tui mŭng huan,,,四對門~~𤨔~~(環),四對門丨),4 Pr. of door handles,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Sì-su,Si-su,,,四書,,Four books,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Sìⁿ,Si,,,扇,,Fan,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Sìⁿ,Si,,,扇,,Fan,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Sí nâng chióu,Si nang chʼou,,,死人鳥,,Vulture,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Sî,Si,,,時,,Time,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Sî cheng,Si cheng,,,時鐘,,Clock,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Sî sîn pie,Si sin pie,,,時辰錶,時辰票,Watch,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Sîn,Sin,,,辰,,Sky,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Sîn,Sin,,,辰,,7 to 9,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Sòi kūiⁿ,Soi kui,,,細縣,小縣,A small village,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Sòng thí,Song tʼoi,,,宋體,,Roman letters,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Só kiâⁿ kai sĩ tsà ngũi,Saw kia kai si cha gnui,,,所行皆是詐僞,,Altogether hypocritical,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
Só sî,Saw si,,,鎖匙,,Key,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Só thâu,Saw taou,,,鎖頭,,Lock,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Só tsûn,Saw chun,,,鎖船,鎖丨,Lock the boat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Sõng sṳ,Song sŭr,,,訟師,,Pettifoggers,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Sùaⁿ,Soa,,,線,,Thread,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Sûi chhiú tsai kueⁿ,Sui chiw chai kuey,,,隨手知關,隨手再關,Don't leave the door open,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Sûi uá,Sui ua,,,隨我,,Follow me,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Sũn,Sun,,,順,,Obedience,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Sǹg thâu,Sŭng taou,,,蒜頭,,Garlic,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Sṳ̃,Sur,,,嶼,,Island,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Ta pou kiáⁿ,Ta pou kia,,,丈夫囝,男子,Son,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Tang,,,,東,,East,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tang,,,,冬,,Winter,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Tang,,,,冬,,Winter,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tang kue,,,,冬瓜,,Squash,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tang nâm,Tang nam,,,東南,,S.East,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tang pak,Tang păk,,,東北,,N.East,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tang tsóiⁿ,Tang choi,,,中指,,Middle finger,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Tang tùi sai,Tang tui sai,,,東對西,,East is opposite to west,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Teh,Tĕ,,,壓,,To press,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tek,,,,德,,Virtue,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tek tshù,Tek chu,,,竹厝,,Bambu house,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Teng húe,Teng huey,,,燈火,,Lamp,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Teng sim,,,,燈心,,Wick,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Te̍k,Tĕk,,,鹿,,Deer,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Thah,Thă,,,塔,㙮,Pagoda,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Thau tsûn,Thaou chun,,,偷船,偷丨,Steal the boat,Steal do.,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Theng,Teng,,,窗,窻,Window,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Thi thâu,Tui taou,,,梯頭,,Stairs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Thiaⁿ,Tʼhia,,,聽,,Hearing,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Thien,Tien,,,天,,Heavens,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Thien ũ kûiⁿ,Tien u kui,,,天有危,天有高,The heavens are high,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Thih,Tĭ,,,鐵,,Iron,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Thih hûe,Ti huey,,,鐵橫,,Spade,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Thih pê,Tĭ pey,,,鐵耙,,Rake,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Thih tui,Tĭ tui,,,鐵鎚,,Hammer,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Thiu,Tiu,,,抽,,Plane,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Thiòu lo̍h,Thiou lŏ,,,跳落,,Jump down,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,23
Thiõu,Tiou,,,柱,,Post,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Thiú,Tiw,,,丑,,1 to 3,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Thn̂g,Tŭng,,,糖,,Sugar,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Thn̂g tsúi,Tŭng chui,,,糖水,,Molasses,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tho̍h,Tʼhŏ,,,駝,,Camel,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Tho̍h chióu,Tŏ chiou,,,駝鳥,,Ostrich,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Thâm,Tʼham,,,痰,,Phlegm,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Thâu khak,Taou kăk,,,頭殼,,Head,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Thâu khak-tshúe,Taou kăk-chuey,,,頭殼髓,,Brains,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Thâu mô,Taou maw,,,頭毛,,Hair,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Thâu pòu,Taou pou,,,頭布,,Turban,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Thâu tsṳ́,Toau tur,,,頭子,長子,First born,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Thì,Toi,,,睇,看,Seeing,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Thì thâu,Thi taou,,,剃頭,,Shave the head,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Thông jîn,Tong jin,,,瞳仁,童仁,Pupil,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Ti tu,,,,蜘蛛,,Spider,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Tia̍h bí,Teă bi,,,糴米,,Buy some rice,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Tien,Siow,,,癲,顚,Foolish,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Tie̍t,Tiĕt,,,姪,,Nephew,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Tie̍t nńg,Tiĕt nung,,,姪女,,Niece,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Tiê,Tie,,,潮,,Tide,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tiê-chiu hú,Tie-chiw hu,,,潮州府,,The district of Tio-chiw,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Tiòu kue,Tiou kue,,,吊瓜,,Cucumber,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tn̂g,Tŭng,,,腸,,Entrails,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Tn̂g to,Tŭng taw,,,長刀,,Sword,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tn̄g,Tŭng,,,緞,縀,Satin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Tn̄g chì,Tŭng chi,,,傳志,,Historical,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
To,Taw,,,刀,,Knife,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
To,Taw,,,刀,,Knife,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Toh,Tŏ,,,桌,,Table,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
To̍h jī,Tŏ ji,,,擇字,,Set up type,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
To̍k it chin sîn,Tok it chin sin,,,獨一真神,獨一眞神,Only one true God,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Tsa,Chey,,,叉,义,Fork,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tsa bóu kiáⁿ,Cha bou kia,,,諸婦囝,女子,Daughter,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Tsai,Chai,,,知,,Know,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tsai tsok,Chai chok,,,知足,,Contentment,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Tsam,Cham,,,針,,Pin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tsam,Cham,,,針,,Needle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Tsap,Chap,,,汁,,Wine,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tsat,Chăt,,,節,,Joint,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tsat,Chăt,,,節,,Joint,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Tsa̍p,Chap,,,十,,X,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p chhit,Chap chĭt,,,十七,,XVII,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p chhit,Chap chĭt,,,十七,,17th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tsa̍p chhit chiah gû,Chap chĭt chiă gu,,,十七隻牛,十七丨牛,17 Cows,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p gu̍eh,Chap guĕ,,,十月,,10th month Nov.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Tsa̍p it,Chap it,,,十一,,XI,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p it,Chap it,,,十一,,11th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tsa̍p it *chiah* koi,Chap it *chiă* koi,,,十一隻雞,,11 Fowls,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p it gu̍eh,Chap it guĕ,,,十一月,,11th month Dec.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Tsa̍p it ki po lî teng,Chap it ki paw li teng,,,十一枝玻璃燈,,11 Glass lamps,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Tsa̍p ki siah teng,Chap ki siă teng,,,十枝錫燈,,10 Lamp stands,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Tsa̍p káu,Chap kaou,,,十九,,XIX,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p káu,Chap kaou,,,十九,,19th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tsa̍p káu chiah tshn̂g,Chap kaou chiă chŭng,,,十九隻床,十九丨床,19 Tables,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p la̍k,Chap lak,,,十六,,XVI,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p la̍k chiah tṳ,Chap lak chiă tŭr,,,十六隻猪,十六丨猪,16 Pigs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p poih,Chap poĭ,,,十八,,XVIII,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p poih chiah i,Chap poĭ chiă ì,,,十八隻椅,十八丨𬃪,18 Chairs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p saⁿ,Chap sa,,,十三,,XIII,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p saⁿ chiah gô,Chap sa chiă gaw,,,十三隻鵝,十三丨鵝,13 Geese,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p saⁿ ki kùn,Chap sa ki kun,,,十三枝棍,,13 Canes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Tsa̍p sì,Chap si,,,十四,,XIV,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Tsa̍p sì chiah káu,Chap si chiă kaou,,,十四隻狗,十四丨狗,14 Dogs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tsa̍p sì ki sìⁿ,Chap si ki si,,,十四枝扇,,14 Fans,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Tsa̍p tiôu soh,Chap tiou sŏ,,,十條索,十丨䌇,10 Ropes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Tshang thâu,Chang taou,,,蔥頭,,Onion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tsha̍k kiáⁿ,Chăk kia,,,鑿囝,鑿子,Chisel,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tsha̍t kiáⁿ,Chăt kia,,,賊囝,賊子,Thieves,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Tshng,Chung,,,瘡,,Ulcer,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tshng,Chŭng,,,倉,,Granary,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tshu chhit,Chiw chĭt,,,初七,,7th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu it,Chiw it,,,初一,,First day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Tshu it,Chiw it,,,初一,,1st,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu khng,Chou kŭng,,,粗糠,,Husk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Tshu káu,Chiw kaou,,,初九,,9th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu la̍k,Chiw lak,,,初六,,6th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu poih,Chiw poĭ,,,初八,,8th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu sì,Chiw si,,,初四,,4th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu tsa̍p,Chiw chap,,,初十,,10th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshu tshùi,Chou chui,,,粗喙,粗口,Obscene,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Tshun,Chun,,,春,,Spring,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Tshun,Chun,,,春,,Spring,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tshun-chhiu,Chun-chiw,,,春秋,,"Annals by,",,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tshut la̍t,Chut lat,,,出力,,Work fast,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tshài thâu,Chai taou,,,菜頭,,Turnip,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tsháu chhie̍h,Chaou chiĕ,,,草蓆,,Mat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tsháu sut,Chaou sut,,,草蟀,,Cricket,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Tshâi hù,Chai hu,,,財副,,A clerk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Tshâi lâng,Chai lang,,,豺狼,,Wolf,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Tshân,Chan,,,田,,Field,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Tshó jī,Chaw ji,,,草字,,Short hand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tshù,Chu,,,厝,,House,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tshù,Chu,,,厝,,House,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tshù,Cʼhou,,,醋,,Vinegar,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tshù téng,Chu teng,,,厝頂,,Roof,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tshùi,Chui,,,喙,嘴,Mouth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Tshùn,Chun,,,寸,,Inch,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tshṳ̂ pi?,Chur p?,,,慈悲,,Compassion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Tsng,Chŭng,,,磚,,Brick,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tsoh tshân,Chŏ chan,,,作田,耕田,Cultivate the fields,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Tso̍h ji̍t,Chŏ jit,,,絶日,,Day before yesterday,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Tso̍ih chheh,Choĭ chĕ,,,截冊,,Trim books,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tsà ngũi,Cha gnuì,,,詐僞,,Hypocrisy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Tsàn,Chan,,,棧,,Store room,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tsáu,Chaou,,,走,,Run,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tsân,Chan,,,層,,Loft,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Tsóiⁿ kah,Choi kă,,,指甲,,Finger nail,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Tsóiⁿ thâu-kong,Choi taou-kong,,,指頭公,,Thumb,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Tsù ìn,Chu in,,,鑄印,,Cast type,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tsúa,Chua,,,紙,,Paper,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tsúi,Chui,,,水,,Water,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tsúi ah,Chui ăh,,,水鴨,,Wild duck,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Tsúi hu,Chui pey,,,水桴,,Floating house,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tsúi i,Chui koi,,,水蛙,,Frog,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Tsúi kuàn,Chui kuan,,,水罐,水礶,Goglet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tsúi kũaⁿ,Chui kua,,,水摜,水𢸎,Water pot,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Tsúi mé tsãi,Chui mey chai,,,水猛在,水猛極,The tide is very strong,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Tsúi siú,Chui siw,,,水手,,A sailor,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Tsúi thò,Chui kaw,,,水退,,Falling tide,Falling do.,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tsúi ti̍h,Chui tĭ,,,水碟,,Water stand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tsúi tūa,Chui toa,,,水大,,Rising tide,Rising do.,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tsûa,Chua,,,蛇,,Serpent,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Tsûn kiáⁿ,Chun kia,,,船囝,船子,Small boat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tsûn tsú,Chun chu,,,船主,,Super cargo,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Tsōi tsãi,Choi chai,,,㩼在,多極,Very many,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,26
Tsōi uē,Choi wey,,,㩼話,多話,Loquacious,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Tsũe,Chuey,,,罪,,Sin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Tsǹg kiáⁿ,Chŭng kia,,,鑽囝,鑽子,Gimlet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tsṳ,Chur,,,之,,Of,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Tsṳ chheh,Chŭr chĕ,,,書冊,,Book,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tsṳ kè,Chŭr key,,,書架,,Book case,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Tsṳ-kiaⁿ,Chŭr-kia,,,書經,,Ancient history,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tsṳ́,Chŭr,,,子,,11 to 1 A.M.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Tuãn jī,Toan ji,,,篆字,,Seal character,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Táⁿ,Ta,,,膽,,Gall,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Táⁿ,Ta,,,膽,,Courage,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Tâng,Tang,,,銅,,Copper,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Tãi-ha̍k,Tai-hăk,,,大學,,Great science,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Tê,Tey,,,茶,,Tea,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tê bí,Tey bi,,,茶米,,Tea (leaf),,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Tê cheng,Tey cheng,,,茶鐘,,Tea cup,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Tê kuàn,Tey kuan,,,茶罐,茶礶,Tea pot,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tê pûaⁿ,Tey poa,,,茶盤,,Tea board,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Tê tsûn,Tey chun,,,茶船,,Saucer,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Tí,Tu,,,抵,,Brace,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Tî,Ti,,,池,,Pond,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Tî ũ hṳ̂,Ti u hur,,,池有魚,,There are fish in the pond,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Tîm tsûn,Tim chun,,,沉船,沉丨,Sink the boat,Sink do.,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Tîn,Tin,,,塵,,Dust,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
